회사코드,회사명,요약_HTML
103510,인지컨트롤스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">인지컨트롤스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 인지컨트롤스는 자동차 부품 제조업에 속해 있으며, 자동차 산업의 변화와 함께 다양한 부품을 공급하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 인지컨트롤스는 자동차 부품의 제조 및 판매에 주력하고 있으며, 국내외 완성차 업체에 부품을 공급하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 엔진 온도 관리 시스템 부품, 센서 및 스위치 부품, 엔지니어링 플라스틱 부품, 전기차용 배터리 모듈 및 통합 열관리 모듈을 생산하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 현대기아차, 한국GM, 현대모비스 등 국내외 자동차 제조사를 주요 고객으로 두고 있으며, 글로벌 시장으로 수출을 확대하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 인지컨트롤스는 친환경차 부품 판매 확대 및 인도법인의 매출 증가로 2023년 매출이 전년 대비 11.23% 증가하였습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 인지컨트롤스는 전기차 및 친환경차 부품 시장에서의 성장을 통해 2030년까지 지속적인 성장을 기대하고 있습니다.</p>
</div>
```"
103547,우진비앤지,"```html
<div class=""company-report"">
    <h2 class=""company-name"">우진비앤지 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 우진비앤지는 동물용 의약품 및 사료 제조업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 우진비앤지는 동물용 의약품, 백신, 인체원료의약품, 미생물제제 등을 제조 및 판매하며, 종속회사인 오에스피와 바우와우코리아는 각각 동물용 사료 및 간식 제조를 담당합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 항생제, 영양제, 소독제, 보조사료, 백신, 반려동물용 건식사료, 반습식사료, 간식 등을 주로 생산하며, 인체원료의약품도 취급합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 우진비앤지는 국내 시장을 중심으로 안정적인 내수 및 글로벌 시장에서의 활약을 목표로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 우진비앤지는 코스닥 상장 기업으로서 안정적인 매출 실적을 보이고 있으며, 종속회사를 통해 반려동물 시장으로 사업을 확장하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 친환경 제품과 반려동물용 제품 개발을 통해 매출 성장과 시장 점유율 확대가 기대되며, 자체 브랜드를 통해 B2C 시장으로의 진출을 계획하고 있습니다.</p>
</div>
```"
103592,광동제약,"```html
<div class=""company-report"">
    <h2 class=""company-name"">광동제약 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 광동제약은 제약 및 식음료 산업에 속하며, 의약품과 식품을 제조 및 판매합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 광동제약은 약국, 병원, F&B 영업부문을 통해 한방감기약, 전문의약품, 건강음료 등의 사업을 주도합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 쌍화탕류, 우황청심원, 항암제, 비타500, 삼다수, 옥수수수염차, 헛개차 등을 주로 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주로 내수시장에서 매출이 발생하며, 다양한 의약품과 식음료를 국내 시장에 공급합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 매출 9,171억 원을 기록하였으며, 천연물 사업의 글로벌 선도기업으로 도약하고자 노력하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 광동제약은 디지털 트랜스포메이션과 혁신을 통해 헬스케어 산업 플랫폼 기술을 확보하고, 고객의 건강한 삶에 기여하는 기업으로 발전할 것입니다.</p>
</div>
```"
103626,한솔피엔에스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">한솔피엔에스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 한솔피엔에스는 IT 서비스와 지류유통업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 이 회사는 IT 시스템 설계 및 솔루션 제공, 그리고 다양한 종류의 종이 유통을 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> IT 하드웨어 및 소프트웨어 솔루션, 아트지와 고급인쇄용지, 산업용지, 백판지 등을 포함합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 한솔피엔에스는 국내 IT 아웃소싱 시장과 지류 유통 시장에 주로 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 최근 글로벌 IT 기업 화웨이와 엑스퓨전의 국내 총판사 지위를 획득하여 IT 유통 사업을 확장하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> IT 소프트웨어 유통사업 진출과 기존 사업과의 시너지 창출을 통해 사업 확대를 계획하고 있습니다. 또한, 경기 부양에 따라 지류유통 부문 역시 개선될 전망입니다.</p>
</div>
```"
103635,광림,"```html
<div class=""company-report"">
    <h2 class=""company-name"">광림 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 건설장비 제조 및 전자 부품 산업에 속합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 유압크레인, 전기공사용 특장차, 운송용 차량 및 환경차와 같은 중량물 운반용 건설장비와 특수장비를 제조 및 판매합니다. 또한, 연결종속회사인 에스비더블유생명과학은 정밀가공 및 박막코팅 기술을 활용하여 휴대폰 카메라모듈 부품과 모터용 홀센서를 생산합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 전기공사용 KSN160V2, 중량물운반용 KS1256G2_VER2022, 적외선 차단용 광학필터 및 Hall Sensor 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 건설 및 전자 부품 시장에 진출하고 있으며, 다양한 산업 분야에 제품을 공급하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 광림은 중견기업으로 분류되며, 코스닥 시장에 상장되어 있습니다. 최근 경영 현황으로는 2023년 6월 30일 기준으로 BB-의 신용등급을 보유하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 광림은 특장차 및 크레인 분야에서 강력한 입지를 유지하며, 광학필터 및 홀센서 부문에서도 지속적인 성장을 예상하고 있습니다. 혁신적인 기술 개발과 함께 시장 확대를 위한 전략을 추진하고 있습니다.</p>
</div>
```"
103644,비츠로테크,"```html
<div class=""company-report"">
    <h2 class=""company-name"">비츠로테크 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 비츠로테크는 전력기기, 전지, 우주항공 및 특수사업 분야에 종사하는 기업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 비츠로테크는 지주회사로서 자회사를 통해 전력기기 개발 및 전지, 우주항공, 특수사업을 운영하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 전력기기, 리튬일차전지, 액체로켓 연소기 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 비츠로테크는 국내외 전력, 전지, 우주항공 시장에 진출해 있으며, 다양한 산업 및 정부 기관을 대상으로 합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 비츠로테크는 기술력 강화와 신규 사업 검토를 통해 지속 가능한 성장을 모색하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 비츠로테크는 친환경 전력기기와 리튬전지 수요 증가에 따라 지속적인 성장 가능성을 가지고 있습니다.</p>
</div>
```"
103662,광명전기,"```html
<div class=""company-report"">
    <h2 class=""company-name"">광명전기 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 광명전기는 전기 및 전력 설비 산업에 속하며, 수배전반 제조와 판매를 주요 업종으로 영위합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 광명전기는 수배전반, 태양광발전시스템 및 ESS 시공, 전기 및 소방설비공사, 부동산 임대 등 다양한 사업을 운영합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 SWGR, 개폐기, 차단기 등이 있으며, 태양광발전시스템과 관련 용역도 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 한국전력공사, 한국수력원자력, 삼성전자 등을 주요 고객으로 두고 있으며, 국내외 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 광명전기는 주식 시장에 상장된 중소기업으로서 2021년 기준 주요 사업 부문에서 꾸준한 매출을 기록하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 광명전기는 전력 설비 및 태양광 분야의 지속적인 수요 증가에 따라 성장 가능성이 높으며, 사업 다각화를 통해 더욱 발전할 것으로 예상됩니다.</p>
</div>
```"
104102,우리종합금융,"```html
<div class=""company-report"">
    <h2 class=""company-name"">우리종합금융 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 우리종합금융은 금융업에 속하며, 전업종합금융사로 활동하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 우리종합금융은 수신, 여신, 유가증권 운용, 금융투자상품 판매, 프로젝트 파이낸스 및 국제금융 등을 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 발행어음 등을 포함한 수신 업무와 다양한 금융투자 상품을 제공하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내 금융 시장을 중심으로 활동하며, 비대면 채널을 통해 고객 서비스 확대에 주력하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 우리종합금융은 기업금융 및 DCM 부문을 확장하며 사업 다각화를 추진하고 있으며, 2023년 우리금융지주의 완전자회사가 되어 상장 폐지되었습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 향후 질적 성장과 신규 사업 발굴을 통해 수익의 다각화를 추진할 계획입니다.</p>
</div>
```"
104120,광진실업,"```html
<div class=""company-report"">
    <h2 class=""company-name"">광진실업 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 광진실업은 철강 제품 제조 및 유통 분야에 속하며, 오토바이 유통업도 영위합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 주요 사업으로는 스테인레스 및 탄소강 제조와 오토바이 유통이 포함됩니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 봉강과 오토바이가 있으며, 관련 부품 및 용구류도 취급합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 광진실업은 국내 및 해외 시장에 철강 제품과 오토바이를 공급하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 최근 영업이익과 순이익에서 적자를 기록하였으며, 안정적인 경영을 위해 노력 중입니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 향후 신규 사업 계획은 없으나, 기존 사업 확대를 통해 성장 가능성을 모색할 것입니다.</p>
</div>
```"
104388,국도화학,"```html
<div class=""company-report"">
    <h2 class=""company-name"">국도화학 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 화학 산업에 속하며, 에폭시수지와 폴리우레탄 제품을 주로 다루는 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 국도화학은 에폭시수지 및 경화제를 제조ㆍ판매하며, 폴리올수지의 생산도 병행하고 있습니다. 주요 사업 부문은 에폭시수지와 폴리올수지로 구분됩니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 에폭시수지, 경화제, 폴리올수지 등으로, 선박, 자동차, 건축, 전기ㆍ전자 분야에 널리 사용됩니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국도화학은 국내외의 화학 및 제조 산업을 대상으로 하며, 선박, 자동차, 건축 자재 산업을 주요 고객으로 합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 기준 매출액은 약 1조 3,117억 원이며, 영업이익은 약 191억 원을 기록하였습니다. 신용등급은 A+로 안정적입니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 국도화학은 지속적인 연구개발과 시장 확장을 통해 화학 산업 내 경쟁력을 강화할 전망입니다.</p>
</div>
```"
